# Renewables.ninja Solar PV (Point API) - 48.152, 17.109 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Bratislava, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Bratislava"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC"""," ""missing"": ""binary flag""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""48.1516988"""," ""lon"": ""17.1093063"""," ""date_from"": ""2005-01-01"""," ""date_to"": ""2005-12-31"""," ""dataset"": ""sarah"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
1/3/2005 2:00,1/3/2005 3:00,0,0,0,-0.603,0,,,,,,,,,,,,,
1/3/2005 3:00,1/3/2005 4:00,0,0,0,-0.767,0,,,,,,,,,,,,,
1/3/2005 4:00,1/3/2005 5:00,0,0,0,-0.912,0,,,,,,,,,,,,,
1/3/2005 5:00,1/3/2005 6:00,0,0,0,-0.849,0,,,,,,,,,,,,,
1/3/2005 6:00,1/3/2005 7:00,0,0,0,-0.322,0,,,,,,,,,,,,,
1/3/2005 7:00,1/3/2005 8:00,0,0.001,0.005,0.707,0,,,,,,,,,,,,,
1/3/2005 8:00,1/3/2005 9:00,0.067,0.033,0.053,2.237,0,,,,,,,,,,,,,
1/3/2005 9:00,1/3/2005 10:00,0.173,0.09,0.106,3.813,0,,,,,,,,,,,,,
1/3/2005 10:00,1/3/2005 11:00,0.217,0.129,0.114,4.931,0,,,,,,,,,,,,,
1/3/2005 11:00,1/3/2005 12:00,0.385,0.316,0.107,5.378,0,,,,,,,,,,,,,
1/3/2005 12:00,1/3/2005 13:00,0.25,0.126,0.151,5.364,0,,,,,,,,,,,,,
1/3/2005 13:00,1/3/2005 14:00,0.187,0.101,0.11,4.978,0,,,,,,,,,,,,,
1/3/2005 14:00,1/3/2005 15:00,0.015,0,0.029,4.008,0,,,,,,,,,,,,,
1/3/2005 15:00,1/3/2005 16:00,0,0,0.003,3.034,0,,,,,,,,,,,,,
1/3/2005 16:00,1/3/2005 17:00,0,0,0,3.118,0,,,,,,,,,,,,,
1/3/2005 17:00,1/3/2005 18:00,0,0,0,3.091,0,,,,,,,,,,,,,
1/3/2005 18:00,1/3/2005 19:00,0,0,0,2.635,0,,,,,,,,,,,,,
1/3/2005 19:00,1/3/2005 20:00,0,0,0,2.469,0,,,,,,,,,,,,,
1/3/2005 20:00,1/3/2005 21:00,0,0,0,2.246,0,,,,,,,,,,,,,
1/3/2005 21:00,1/3/2005 22:00,0,0,0,2.321,0,,,,,,,,,,,,,
1/3/2005 22:00,1/3/2005 23:00,0,0,0,2.182,0,,,,,,,,,,,,,
1/3/2005 23:00,1/4/2005 0:00,0,0,0,2.046,0,,,,,,,,,,,,,
1/4/2005 0:00,1/4/2005 1:00,0,0,0,2.033,1,,,,,,,,,,,,,
1/4/2005 1:00,1/4/2005 2:00,0,0,0,2.177,0,,,,,,,,,,,,,
1/4/2005 2:00,1/4/2005 3:00,0,0,0,2.342,0,,,,,,,,,,,,,
1/4/2005 3:00,1/4/2005 4:00,0,0,0,2.513,0,,,,,,,,,,,,,
1/4/2005 4:00,1/4/2005 5:00,0,0,0,2.693,0,,,,,,,,,,,,,
1/4/2005 5:00,1/4/2005 6:00,0,0,0,2.765,0,,,,,,,,,,,,,
1/4/2005 6:00,1/4/2005 7:00,0,0,0,2.812,0,,,,,,,,,,,,,
1/4/2005 7:00,1/4/2005 8:00,0,0.002,0.005,3.065,0,,,,,,,,,,,,,
1/4/2005 8:00,1/4/2005 9:00,0.039,0.012,0.045,3.598,0,,,,,,,,,,,,,
1/4/2005 9:00,1/4/2005 10:00,0.054,0.01,0.063,4.249,0,,,,,,,,,,,,,
1/4/2005 10:00,1/4/2005 11:00,0.055,0,0.074,4.984,0,,,,,,,,,,,,,
1/4/2005 11:00,1/4/2005 12:00,0.091,0.008,0.105,5.758,0,,,,,,,,,,,,,
1/4/2005 12:00,1/4/2005 13:00,0.079,0.009,0.091,6.112,0,,,,,,,,,,,,,
1/4/2005 13:00,1/4/2005 14:00,0.02,0.001,0.033,6.053,0,,,,,,,,,,,,,
1/4/2005 14:00,1/4/2005 15:00,0.013,0.001,0.025,5.568,0,,,,,,,,,,,,,
1/4/2005 15:00,1/4/2005 16:00,0.001,0,0.007,4.57,0,,,,,,,,,,,,,
1/4/2005 16:00,1/4/2005 17:00,0,0,0,4.02,0,,,,,,,,,,,,,
1/4/2005 17:00,1/4/2005 18:00,0,0,0,3.571,0,,,,,,,,,,,,,
1/4/2005 18:00,1/4/2005 19:00,0,0,0,3.14,0,,,,,,,,,,,,,
1/4/2005 19:00,1/4/2005 20:00,0,0,0,2.487,0,,,,,,,,,,,,,
1/4/2005 20:00,1/4/2005 21:00,0,0,0,1.366,0,,,,,,,,,,,,,
1/4/2005 21:00,1/4/2005 22:00,0,0,0,1.046,0,,,,,,,,,,,,,
1/4/2005 22:00,1/4/2005 23:00,0,0,0,0.955,0,,,,,,,,,,,,,
1/4/2005 23:00,1/5/2005 0:00,0,0,0,0.673,0,,,,,,,,,,,,,
1/5/2005 0:00,1/5/2005 1:00,0,0,0,-0.154,1,,,,,,,,,,,,,
1/5/2005 1:00,1/5/2005 2:00,0,0,0,-1.112,0,,,,,,,,,,,,,
1/5/2005 2:00,1/5/2005 3:00,0,0,0,-1.256,0,,,,,,,,,,,,,
1/5/2005 3:00,1/5/2005 4:00,0,0,0,-0.824,0,,,,,,,,,,,,,
1/5/2005 4:00,1/5/2005 5:00,0,0,0,0.019,0,,,,,,,,,,,,,
1/5/2005 5:00,1/5/2005 6:00,0,0,0,0.135,0,,,,,,,,,,,,,
1/5/2005 6:00,1/5/2005 7:00,0,0,0,-0.536,0,,,,,,,,,,,,,
1/5/2005 7:00,1/5/2005 8:00,0,0,0.004,0.83,0,,,,,,,,,,,,,
1/5/2005 8:00,1/5/2005 9:00,0.134,0.108,0.048,3.169,0,,,,,,,,,,,,,
1/5/2005 9:00,1/5/2005 10:00,0.379,0.363,0.054,5.332,0,,,,,,,,,,,,,
1/5/2005 10:00,1/5/2005 11:00,0.058,0.004,0.075,7.247,0,,,,,,,,,,,,,
1/5/2005 11:00,1/5/2005 12:00,0.042,0,0.06,8.39,0,,,,,,,,,,,,,
1/5/2005 12:00,1/5/2005 13:00,0.04,0,0.058,8.701,0,,,,,,,,,,,,,
1/5/2005 13:00,1/5/2005 14:00,0.041,0.004,0.055,7.943,0,,,,,,,,,,,,,
1/5/2005 14:00,1/5/2005 15:00,0.044,0.009,0.053,5.037,0,,,,,,,,,,,,,
1/5/2005 15:00,1/5/2005 16:00,0.004,0.003,0.01,2.94,0,,,,,,,,,,,,,
1/5/2005 16:00,1/5/2005 17:00,0,0,0,2.49,0,,,,,,,,,,,,,
1/5/2005 17:00,1/5/2005 18:00,0,0,0,2.244,0,,,,,,,,,,,,,
1/5/2005 18:00,1/5/2005 19:00,0,0,0,1.774,0,,,,,,,,,,,,,
1/5/2005 19:00,1/5/2005 20:00,0,0,0,1.626,0,,,,,,,,,,,,,
1/5/2005 20:00,1/5/2005 21:00,0,0,0,1.641,0,,,,,,,,,,,,,
1/5/2005 21:00,1/5/2005 22:00,0,0,0,1.665,0,,,,,,,,,,,,,
1/5/2005 22:00,1/5/2005 23:00,0,0,0,1.841,0,,,,,,,,,,,,,
1/5/2005 23:00,1/6/2005 0:00,0,0,0,2.004,0,,,,,,,,,,,,,
1/6/2005 0:00,1/6/2005 1:00,0,0,0,1.986,1,,,,,,,,,,,,,
1/6/2005 1:00,1/6/2005 2:00,0,0,0,2.113,0,,,,,,,,,,,,,
1/6/2005 2:00,1/6/2005 3:00,0,0,0,2.432,0,,,,,,,,,,,,,
1/6/2005 3:00,1/6/2005 4:00,0,0,0,2.598,0,,,,,,,,,,,,,
1/6/2005 4:00,1/6/2005 5:00,0,0,0,2.779,0,,,,,,,,,,,,,
1/6/2005 5:00,1/6/2005 6:00,0,0,0,2.998,0,,,,,,,,,,,,,
1/6/2005 6:00,1/6/2005 7:00,0,0,0,3.193,0,,,,,,,,,,,,,
1/6/2005 7:00,1/6/2005 8:00,0,0.001,0.004,4.085,0,,,,,,,,,,,,,
1/6/2005 8:00,1/6/2005 9:00,0.005,0.001,0.014,5.394,0,,,,,,,,,,,,,
1/6/2005 9:00,1/6/2005 10:00,0.02,0.001,0.034,6.493,0,,,,,,,,,,,,,
1/6/2005 10:00,1/6/2005 11:00,0.076,0.01,0.088,7.555,0,,,,,,,,,,,,,
1/6/2005 11:00,1/6/2005 12:00,0.044,0,0.063,8.874,0,,,,,,,,,,,,,
1/6/2005 12:00,1/6/2005 13:00,0.251,0.17,0.113,9.325,0,,,,,,,,,,,,,
1/6/2005 13:00,1/6/2005 14:00,0.177,0.133,0.071,8.876,0,,,,,,,,,,,,,
1/6/2005 14:00,1/6/2005 15:00,0.186,0.134,0.079,7.686,0,,,,,,,,,,,,,
1/6/2005 15:00,1/6/2005 16:00,0.013,0.013,0.013,6.195,0,,,,,,,,,,,,,
1/6/2005 16:00,1/6/2005 17:00,0,0,0,5.272,0,,,,,,,,,,,,,
1/6/2005 17:00,1/6/2005 18:00,0,0,0,4.417,0,,,,,,,,,,,,,
1/6/2005 18:00,1/6/2005 19:00,0,0,0,3.423,0,,,,,,,,,,,,,
1/6/2005 19:00,1/6/2005 20:00,0,0,0,2.195,0,,,,,,,,,,,,,
1/6/2005 20:00,1/6/2005 21:00,0,0,0,1.05,0,,,,,,,,,,,,,
1/6/2005 21:00,1/6/2005 22:00,0,0,0,-0.013,0,,,,,,,,,,,,,
1/6/2005 22:00,1/6/2005 23:00,0,0,0,-0.754,0,,,,,,,,,,,,,
1/6/2005 23:00,1/7/2005 0:00,0,0,0,-0.992,0,,,,,,,,,,,,,
1/7/2005 0:00,1/7/2005 1:00,0,0,0,-1.148,1,,,,,,,,,,,,,
1/7/2005 1:00,1/7/2005 2:00,0,0,0,-1.059,0,,,,,,,,,,,,,
1/7/2005 2:00,1/7/2005 3:00,0,0,0,-0.986,0,,,,,,,,,,,,,
1/7/2005 3:00,1/7/2005 4:00,0,0,0,-0.958,0,,,,,,,,,,,,,
1/7/2005 4:00,1/7/2005 5:00,0,0,0,-0.767,0,,,,,,,,,,,,,
1/7/2005 5:00,1/7/2005 6:00,0,0,0,-0.165,0,,,,,,,,,,,,,
1/7/2005 6:00,1/7/2005 7:00,0,0,0,0.002,0,,,,,,,,,,,,,
1/7/2005 7:00,1/7/2005 8:00,0.012,0.018,0.007,1.327,0,,,,,,,,,,,,,
1/7/2005 8:00,1/7/2005 9:00,0.097,0.067,0.05,4.142,0,,,,,,,,,,,,,
1/7/2005 9:00,1/7/2005 10:00,0.18,0.111,0.095,6.288,0,,,,,,,,,,,,,
1/7/2005 10:00,1/7/2005 11:00,0.595,0.607,0.068,8.358,0,,,,,,,,,,,,,
1/7/2005 11:00,1/7/2005 12:00,0.603,0.596,0.092,9.492,0,,,,,,,,,,,,,
1/7/2005 12:00,1/7/2005 13:00,0.313,0.201,0.151,9.934,0,,,,,,,,,,,,,
1/7/2005 13:00,1/7/2005 14:00,0.27,0.177,0.127,8.68,0,,,,,,,,,,,,,
1/7/2005 14:00,1/7/2005 15:00,0.099,0.048,0.073,6.267,0,,,,,,,,,,,,,
1/7/2005 15:00,1/7/2005 16:00,0.001,0,0.008,5.139,0,,,,,,,,,,,,,
1/7/2005 16:00,1/7/2005 17:00,0,0,0,4.873,0,,,,,,,,,,,,,
1/7/2005 17:00,1/7/2005 18:00,0,0,0,4.238,0,,,,,,,,,,,,,
1/7/2005 18:00,1/7/2005 19:00,0,0,0,3.246,0,,,,,,,,,,,,,
1/7/2005 19:00,1/7/2005 20:00,0,0,0,2.403,0,,,,,,,,,,,,,
1/7/2005 20:00,1/7/2005 21:00,0,0,0,2.42,0,,,,,,,,,,,,,
1/7/2005 21:00,1/7/2005 22:00,0,0,0,2.758,0,,,,,,,,,,,,,
1/7/2005 22:00,1/7/2005 23:00,0,0,0,2.481,0,,,,,,,,,,,,,
1/7/2005 23:00,1/8/2005 0:00,0,0,0,2.016,0,,,,,,,,,,,,,
1/8/2005 0:00,1/8/2005 1:00,0,0,0,1.913,1,,,,,,,,,,,,,
1/8/2005 1:00,1/8/2005 2:00,0,0,0,1.95,0,,,,,,,,,,,,,
1/8/2005 2:00,1/8/2005 3:00,0,0,0,2.208,0,,,,,,,,,,,,,
1/8/2005 3:00,1/8/2005 4:00,0,0,0,2.151,0,,,,,,,,,,,,,
1/8/2005 4:00,1/8/2005 5:00,0,0,0,1.592,0,,,,,,,,,,,,,
1/8/2005 5:00,1/8/2005 6:00,0,0,0,0.948,0,,,,,,,,,,,,,
1/8/2005 6:00,1/8/2005 7:00,0,0,0,0.529,0,,,,,,,,,,,,,
1/8/2005 7:00,1/8/2005 8:00,0.041,0.055,0.004,1.95,0,,,,,,,,,,,,,
1/8/2005 8:00,1/8/2005 9:00,0.329,0.35,0.01,4.488,0,,,,,,,,,,,,,
1/8/2005 9:00,1/8/2005 10:00,0.547,0.583,0.026,6.005,0,,,,,,,,,,,,,
1/8/2005 10:00,1/8/2005 11:00,0.654,0.692,0.052,7.013,0,,,,,,,,,,,,,
1/8/2005 11:00,1/8/2005 12:00,0.654,0.663,0.086,8.145,0,,,,,,,,,,,,,
1/8/2005 12:00,1/8/2005 13:00,0.573,0.538,0.112,8.769,0,,,,,,,,,,,,,
1/8/2005 13:00,1/8/2005 14:00,0.457,0.395,0.114,7.666,0,,,,,,,,,,,,,
1/8/2005 14:00,1/8/2005 15:00,0.256,0.194,0.089,4.165,0,,,,,,,,,,,,,
1/8/2005 15:00,1/8/2005 16:00,0.016,0.012,0.017,1.637,0,,,,,,,,,,,,,
1/8/2005 16:00,1/8/2005 17:00,0,0,0,1.183,0,,,,,,,,,,,,,
1/8/2005 17:00,1/8/2005 18:00,0,0,0,0.924,0,,,,,,,,,,,,,
1/8/2005 18:00,1/8/2005 19:00,0,0,0,0.696,0,,,,,,,,,,,,,
1/8/2005 19:00,1/8/2005 20:00,0,0,0,0.435,0,,,,,,,,,,,,,
1/8/2005 20:00,1/8/2005 21:00,0,0,0,0.908,0,,,,,,,,,,,,,
1/8/2005 21:00,1/8/2005 22:00,0,0,0,1.836,0,,,,,,,,,,,,,
1/8/2005 22:00,1/8/2005 23:00,0,0,0,2.528,0,,,,,,,,,,,,,
1/8/2005 23:00,1/9/2005 0:00,0,0,0,2.863,0,,,,,,,,,,,,,
1/9/2005 0:00,1/9/2005 1:00,0,0,0,2.831,1,,,,,,,,,,,,,
1/9/2005 1:00,1/9/2005 2:00,0,0,0,2.885,0,,,,,,,,,,,,,
1/9/2005 2:00,1/9/2005 3:00,0,0,0,2.886,0,,,,,,,,,,,,,
1/9/2005 3:00,1/9/2005 4:00,0,0,0,2.441,0,,,,,,,,,,,,,
1/9/2005 4:00,1/9/2005 5:00,0,0,0,2.246,0,,,,,,,,,,,,,
1/9/2005 5:00,1/9/2005 6:00,0,0,0,2.246,0,,,,,,,,,,,,,
1/9/2005 6:00,1/9/2005 7:00,0,0,0,2.315,0,,,,,,,,,,,,,
1/9/2005 7:00,1/9/2005 8:00,0.004,0.006,0.007,3.181,0,,,,,,,,,,,,,
1/9/2005 8:00,1/9/2005 9:00,0.109,0.078,0.053,5.199,0,,,,,,,,,,,,,
1/9/2005 9:00,1/9/2005 10:00,0.172,0.103,0.096,7.25,0,,,,,,,,,,,,,
1/9/2005 10:00,1/9/2005 11:00,0.137,0.042,0.121,8.93,0,,,,,,,,,,,,,
1/9/2005 11:00,1/9/2005 12:00,0.059,0.002,0.078,10.539,0,,,,,,,,,,,,,
1/9/2005 12:00,1/9/2005 13:00,0.045,0.001,0.064,11.198,0,,,,,,,,,,,,,
1/9/2005 13:00,1/9/2005 14:00,0.015,0,0.029,10.262,0,,,,,,,,,,,,,
1/9/2005 14:00,1/9/2005 15:00,0.008,0,0.019,6.893,0,,,,,,,,,,,,,
1/9/2005 15:00,1/9/2005 16:00,0,0,0.006,4.239,0,,,,,,,,,,,,,
1/9/2005 16:00,1/9/2005 17:00,0,0,0,3.503,0,,,,,,,,,,,,,
1/9/2005 17:00,1/9/2005 18:00,0,0,0,2.831,0,,,,,,,,,,,,,
1/9/2005 18:00,1/9/2005 19:00,0,0,0,2.38,0,,,,,,,,,,,,,
1/9/2005 19:00,1/9/2005 20:00,0,0,0,2.244,0,,,,,,,,,,,,,
1/9/2005 20:00,1/9/2005 21:00,0,0,0,2.143,0,,,,,,,,,,,,,
1/9/2005 21:00,1/9/2005 22:00,0,0,0,1.964,0,,,,,,,,,,,,,
1/9/2005 22:00,1/9/2005 23:00,0,0,0,1.66,0,,,,,,,,,,,,,
1/9/2005 23:00,1/10/2005 0:00,0,0,0,1.734,0,,,,,,,,,,,,,
1/10/2005 0:00,1/10/2005 1:00,0,0,0,2.013,1,,,,,,,,,,,,,
1/10/2005 1:00,1/10/2005 2:00,0,0,0,2.339,0,,,,,,,,,,,,,
1/10/2005 2:00,1/10/2005 3:00,0,0,0,2.599,0,,,,,,,,,,,,,
1/10/2005 3:00,1/10/2005 4:00,0,0,0,2.293,0,,,,,,,,,,,,,
1/10/2005 4:00,1/10/2005 5:00,0,0,0,1.536,0,,,,,,,,,,,,,
1/10/2005 5:00,1/10/2005 6:00,0,0,0,0.816,0,,,,,,,,,,,,,
1/10/2005 6:00,1/10/2005 7:00,0,0,0,0.392,0,,,,,,,,,,,,,
1/10/2005 7:00,1/10/2005 8:00,0.045,0.058,0.004,0.935,0,,,,,,,,,,,,,
1/10/2005 8:00,1/10/2005 9:00,0.371,0.404,0,2.553,0,,,,,,,,,,,,,
1/10/2005 9:00,1/10/2005 10:00,0.546,0.576,0.029,4.305,0,,,,,,,,,,,,,
1/10/2005 10:00,1/10/2005 11:00,0.625,0.642,0.065,6.815,0,,,,,,,,,,,,,
1/10/2005 11:00,1/10/2005 12:00,0.666,0.687,0.081,9.373,0,,,,,,,,,,,,,
1/10/2005 12:00,1/10/2005 13:00,0.655,0.672,0.087,10.702,0,,,,,,,,,,,,,
1/10/2005 13:00,1/10/2005 14:00,0.516,0.481,0.103,10.062,0,,,,,,,,,,,,,
1/10/2005 14:00,1/10/2005 15:00,0.279,0.219,0.091,6.957,0,,,,,,,,,,,,,
1/10/2005 15:00,1/10/2005 16:00,0.023,0.017,0.02,4.237,0,,,,,,,,,,,,,
1/10/2005 16:00,1/10/2005 17:00,0,0,0,3.385,0,,,,,,,,,,,,,
1/10/2005 17:00,1/10/2005 18:00,0,0,0,2.789,0,,,,,,,,,,,,,
1/10/2005 18:00,1/10/2005 19:00,0,0,0,2.771,0,,,,,,,,,,,,,
1/10/2005 19:00,1/10/2005 20:00,0,0,0,3.035,0,,,,,,,,,,,,,
1/10/2005 20:00,1/10/2005 21:00,0,0,0,3.167,0,,,,,,,,,,,,,
1/10/2005 21:00,1/10/2005 22:00,0,0,0,2.975,0,,,,,,,,,,,,,
1/10/2005 22:00,1/10/2005 23:00,0,0,0,2.531,0,,,,,,,,,,,,,
1/10/2005 23:00,1/11/2005 0:00,0,0,0,1.625,0,,,,,,,,,,,,,
1/11/2005 0:00,1/11/2005 1:00,0,0,0,0.592,1,,,,,,,,,,,,,
1/11/2005 1:00,1/11/2005 2:00,0,0,0,0.021,0,,,,,,,,,,,,,
1/11/2005 2:00,1/11/2005 3:00,0,0,0,-0.024,0,,,,,,,,,,,,,
1/11/2005 3:00,1/11/2005 4:00,0,0,0,0.175,0,,,,,,,,,,,,,
1/11/2005 4:00,1/11/2005 5:00,0,0,0,0.156,0,,,,,,,,,,,,,
1/11/2005 5:00,1/11/2005 6:00,0,0,0,-0.096,0,,,,,,,,,,,,,
1/11/2005 6:00,1/11/2005 7:00,0,0,0,-0.419,0,,,,,,,,,,,,,
1/11/2005 7:00,1/11/2005 8:00,0.031,0.041,0.006,0.81,0,,,,,,,,,,,,,
1/11/2005 8:00,1/11/2005 9:00,0.303,0.31,0.02,2.567,0,,,,,,,,,,,,,
1/11/2005 9:00,1/11/2005 10:00,0.427,0.4,0.068,4.508,0,,,,,,,,,,,,,
1/11/2005 10:00,1/11/2005 11:00,0.596,0.597,0.075,6.642,0,,,,,,,,,,,,,
1/11/2005 11:00,1/11/2005 12:00,0.536,0.479,0.124,8.174,0,,,,,,,,,,,,,
1/11/2005 12:00,1/11/2005 13:00,0.366,0.265,0.145,9.095,0,,,,,,,,,,,,,
1/11/2005 13:00,1/11/2005 14:00,0.523,0.484,0.105,8.669,0,,,,,,,,,,,,,
1/11/2005 14:00,1/11/2005 15:00,0.305,0.245,0.092,6.234,0,,,,,,,,,,,,,
1/11/2005 15:00,1/11/2005 16:00,0.028,0.022,0.022,5.173,0,,,,,,,,,,,,,
1/11/2005 16:00,1/11/2005 17:00,0,0,0,4.676,0,,,,,,,,,,,,,
1/11/2005 17:00,1/11/2005 18:00,0,0,0,3.962,0,,,,,,,,,,,,,
1/11/2005 18:00,1/11/2005 19:00,0,0,0,2.849,0,,,,,,,,,,,,,
1/11/2005 19:00,1/11/2005 20:00,0,0,0,1.926,0,,,,,,,,,,,,,
1/11/2005 20:00,1/11/2005 21:00,0,0,0,1.078,0,,,,,,,,,,,,,
