# Renewables.ninja Solar PV (Point API) - 48.152, 17.109 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Bratislava, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Bratislava"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC"""," ""missing"": ""binary flag""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""48.1516988"""," ""lon"": ""17.1093063"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""sarah"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing,,,,,,,,,,,,,
1/1/2015 0:00,1/1/2015 1:00,0,0,0,-7.039,0,,,,,,,,,,,,,
1/1/2015 1:00,1/1/2015 2:00,0,0,0,-6.751,0,,,,,,,,,,,,,
1/1/2015 2:00,1/1/2015 3:00,0,0,0,-6.222,0,,,,,,,,,,,,,
1/1/2015 3:00,1/1/2015 4:00,0,0,0,-5.628,0,,,,,,,,,,,,,
1/1/2015 4:00,1/1/2015 5:00,0,0,0,-5.135,0,,,,,,,,,,,,,
1/1/2015 5:00,1/1/2015 6:00,0,0,0,-4.77,0,,,,,,,,,,,,,
1/1/2015 6:00,1/1/2015 7:00,0,0,0,-4.311,0,,,,,,,,,,,,,
1/1/2015 7:00,1/1/2015 8:00,0.042,0.04,0.017,-3.433,0,,,,,,,,,,,,,
1/1/2015 8:00,1/1/2015 9:00,0.074,0.029,0.063,-2.371,0,,,,,,,,,,,,,
1/1/2015 9:00,1/1/2015 10:00,0.058,0.012,0.063,-1.207,0,,,,,,,,,,,,,
1/1/2015 10:00,1/1/2015 11:00,0.043,0,0.06,0.214,0,,,,,,,,,,,,,
1/1/2015 11:00,1/1/2015 12:00,0.052,0,0.07,1.376,0,,,,,,,,,,,,,
1/1/2015 12:00,1/1/2015 13:00,0.066,0.001,0.084,2.011,0,,,,,,,,,,,,,
1/1/2015 13:00,1/1/2015 14:00,0.033,0.001,0.049,1.888,0,,,,,,,,,,,,,
1/1/2015 14:00,1/1/2015 15:00,0.03,0.012,0.034,1.237,0,,,,,,,,,,,,,
1/1/2015 15:00,1/1/2015 16:00,0,0.002,0.003,0.741,0,,,,,,,,,,,,,
1/1/2015 16:00,1/1/2015 17:00,0,0,0,0.295,0,,,,,,,,,,,,,
1/1/2015 17:00,1/1/2015 18:00,0,0,0,-0.017,0,,,,,,,,,,,,,
1/1/2015 18:00,1/1/2015 19:00,0,0,0,-0.127,0,,,,,,,,,,,,,
1/1/2015 19:00,1/1/2015 20:00,0,0,0,-0.527,0,,,,,,,,,,,,,
1/1/2015 20:00,1/1/2015 21:00,0,0,0,-0.981,0,,,,,,,,,,,,,
1/1/2015 21:00,1/1/2015 22:00,0,0,0,-1.233,0,,,,,,,,,,,,,
1/1/2015 22:00,1/1/2015 23:00,0,0,0,-1.504,0,,,,,,,,,,,,,
1/1/2015 23:00,1/2/2015 0:00,0,0,0,-1.552,0,,,,,,,,,,,,,
1/2/2015 0:00,1/2/2015 1:00,0,0,0,-1.23,0,,,,,,,,,,,,,
1/2/2015 1:00,1/2/2015 2:00,0,0,0,-0.551,0,,,,,,,,,,,,,
1/2/2015 2:00,1/2/2015 3:00,0,0,0,-0.183,0,,,,,,,,,,,,,
1/2/2015 3:00,1/2/2015 4:00,0,0,0,-0.364,0,,,,,,,,,,,,,
1/2/2015 4:00,1/2/2015 5:00,0,0,0,-1.049,0,,,,,,,,,,,,,
1/2/2015 5:00,1/2/2015 6:00,0,0,0,-1.879,0,,,,,,,,,,,,,
1/2/2015 6:00,1/2/2015 7:00,0,0,0,-2.481,0,,,,,,,,,,,,,
1/2/2015 7:00,1/2/2015 8:00,0.007,0.003,0.015,-1.855,0,,,,,,,,,,,,,
1/2/2015 8:00,1/2/2015 9:00,0.076,0.03,0.065,0.409,0,,,,,,,,,,,,,
1/2/2015 9:00,1/2/2015 10:00,0.279,0.201,0.103,2.084,0,,,,,,,,,,,,,
1/2/2015 10:00,1/2/2015 11:00,0.37,0.278,0.126,3.603,0,,,,,,,,,,,,,
1/2/2015 11:00,1/2/2015 12:00,0.372,0.259,0.149,4.774,0,,,,,,,,,,,,,
1/2/2015 12:00,1/2/2015 13:00,0.183,0.073,0.135,5.125,0,,,,,,,,,,,,,
1/2/2015 13:00,1/2/2015 14:00,0.059,0.009,0.069,4.038,0,,,,,,,,,,,,,
1/2/2015 14:00,1/2/2015 15:00,0.01,0,0.021,2.311,0,,,,,,,,,,,,,
1/2/2015 15:00,1/2/2015 16:00,0,0,0.002,2.327,0,,,,,,,,,,,,,
1/2/2015 16:00,1/2/2015 17:00,0,0,0,2.554,0,,,,,,,,,,,,,
1/2/2015 17:00,1/2/2015 18:00,0,0,0,2.737,0,,,,,,,,,,,,,
1/2/2015 18:00,1/2/2015 19:00,0,0,0,3.072,0,,,,,,,,,,,,,
1/2/2015 19:00,1/2/2015 20:00,0,0,0,3.096,0,,,,,,,,,,,,,
1/2/2015 20:00,1/2/2015 21:00,0,0,0,2.107,0,,,,,,,,,,,,,
1/2/2015 21:00,1/2/2015 22:00,0,0,0,1.111,0,,,,,,,,,,,,,
1/2/2015 22:00,1/2/2015 23:00,0,0,0,0.294,0,,,,,,,,,,,,,
1/2/2015 23:00,1/3/2015 0:00,0,0,0,-0.214,0,,,,,,,,,,,,,
1/3/2015 0:00,1/3/2015 1:00,0,0,0,-0.501,0,,,,,,,,,,,,,
1/3/2015 1:00,1/3/2015 2:00,0,0,0,-0.694,0,,,,,,,,,,,,,
1/3/2015 2:00,1/3/2015 3:00,0,0,0,-0.56,0,,,,,,,,,,,,,
1/3/2015 3:00,1/3/2015 4:00,0,0,0,-0.75,0,,,,,,,,,,,,,
1/3/2015 4:00,1/3/2015 5:00,0,0,0,-1.093,0,,,,,,,,,,,,,
1/3/2015 5:00,1/3/2015 6:00,0,0,0,-1.257,0,,,,,,,,,,,,,
1/3/2015 6:00,1/3/2015 7:00,0,0,0,-0.694,0,,,,,,,,,,,,,
1/3/2015 7:00,1/3/2015 8:00,0.107,0.113,0.014,0.377,0,,,,,,,,,,,,,
1/3/2015 8:00,1/3/2015 9:00,0.287,0.257,0.055,1.582,0,,,,,,,,,,,,,
1/3/2015 9:00,1/3/2015 10:00,0.48,0.445,0.078,2.425,0,,,,,,,,,,,,,
1/3/2015 10:00,1/3/2015 11:00,0.506,0.441,0.114,2.988,0,,,,,,,,,,,,,
1/3/2015 11:00,1/3/2015 12:00,0.376,0.26,0.149,3.051,0,,,,,,,,,,,,,
1/3/2015 12:00,1/3/2015 13:00,0.182,0.069,0.135,2.557,0,,,,,,,,,,,,,
1/3/2015 13:00,1/3/2015 14:00,0.052,0.003,0.068,2.011,0,,,,,,,,,,,,,
1/3/2015 14:00,1/3/2015 15:00,0.017,0.002,0.028,1.436,0,,,,,,,,,,,,,
1/3/2015 15:00,1/3/2015 16:00,0,0.001,0.004,1.24,0,,,,,,,,,,,,,
1/3/2015 16:00,1/3/2015 17:00,0,0,0,1.073,0,,,,,,,,,,,,,
1/3/2015 17:00,1/3/2015 18:00,0,0,0,0.759,0,,,,,,,,,,,,,
1/3/2015 18:00,1/3/2015 19:00,0,0,0,0.379,0,,,,,,,,,,,,,
1/3/2015 19:00,1/3/2015 20:00,0,0,0,0.177,0,,,,,,,,,,,,,
1/3/2015 20:00,1/3/2015 21:00,0,0,0,0.02,0,,,,,,,,,,,,,
1/3/2015 21:00,1/3/2015 22:00,0,0,0,-0.171,0,,,,,,,,,,,,,
1/3/2015 22:00,1/3/2015 23:00,0,0,0,-0.281,0,,,,,,,,,,,,,
1/3/2015 23:00,1/4/2015 0:00,0,0,0,-0.752,0,,,,,,,,,,,,,
1/4/2015 0:00,1/4/2015 1:00,0,0,0,-1.172,0,,,,,,,,,,,,,
1/4/2015 1:00,1/4/2015 2:00,0,0,0,-0.674,0,,,,,,,,,,,,,
1/4/2015 2:00,1/4/2015 3:00,0,0,0,-0.094,0,,,,,,,,,,,,,
1/4/2015 3:00,1/4/2015 4:00,0,0,0,-0.011,0,,,,,,,,,,,,,
1/4/2015 4:00,1/4/2015 5:00,0,0,0,0.252,0,,,,,,,,,,,,,
1/4/2015 5:00,1/4/2015 6:00,0,0,0,0.61,0,,,,,,,,,,,,,
1/4/2015 6:00,1/4/2015 7:00,0,0,0,0.261,0,,,,,,,,,,,,,
1/4/2015 7:00,1/4/2015 8:00,0.073,0.078,0.014,0.635,0,,,,,,,,,,,,,
1/4/2015 8:00,1/4/2015 9:00,0.214,0.173,0.064,1.699,0,,,,,,,,,,,,,
1/4/2015 9:00,1/4/2015 10:00,0.474,0.442,0.075,2.728,0,,,,,,,,,,,,,
1/4/2015 10:00,1/4/2015 11:00,0.391,0.308,0.119,3.522,0,,,,,,,,,,,,,
1/4/2015 11:00,1/4/2015 12:00,0.108,0.022,0.108,3.956,0,,,,,,,,,,,,,
1/4/2015 12:00,1/4/2015 13:00,0.054,0.002,0.071,3.874,0,,,,,,,,,,,,,
1/4/2015 13:00,1/4/2015 14:00,0.027,0.003,0.039,3.311,0,,,,,,,,,,,,,
1/4/2015 14:00,1/4/2015 15:00,0.009,0.003,0.018,2.483,0,,,,,,,,,,,,,
1/4/2015 15:00,1/4/2015 16:00,0,0,0.001,1.71,0,,,,,,,,,,,,,
1/4/2015 16:00,1/4/2015 17:00,0,0,0,1.246,0,,,,,,,,,,,,,
1/4/2015 17:00,1/4/2015 18:00,0,0,0,0.899,0,,,,,,,,,,,,,
1/4/2015 18:00,1/4/2015 19:00,0,0,0,0.816,0,,,,,,,,,,,,,
1/4/2015 19:00,1/4/2015 20:00,0,0,0,0.775,0,,,,,,,,,,,,,
1/4/2015 20:00,1/4/2015 21:00,0,0,0,0.414,0,,,,,,,,,,,,,
1/4/2015 21:00,1/4/2015 22:00,0,0,0,0.037,0,,,,,,,,,,,,,
1/4/2015 22:00,1/4/2015 23:00,0,0,0,-0.213,0,,,,,,,,,,,,,
1/4/2015 23:00,1/5/2015 0:00,0,0,0,-0.442,0,,,,,,,,,,,,,
1/5/2015 0:00,1/5/2015 1:00,0,0,0,-0.812,0,,,,,,,,,,,,,
1/5/2015 1:00,1/5/2015 2:00,0,0,0,-1.285,0,,,,,,,,,,,,,
1/5/2015 2:00,1/5/2015 3:00,0,0,0,-1.797,0,,,,,,,,,,,,,
1/5/2015 3:00,1/5/2015 4:00,0,0,0,-2.16,0,,,,,,,,,,,,,
1/5/2015 4:00,1/5/2015 5:00,0,0,0,-2.363,0,,,,,,,,,,,,,
1/5/2015 5:00,1/5/2015 6:00,0,0,0,-2.528,0,,,,,,,,,,,,,
1/5/2015 6:00,1/5/2015 7:00,0,0,0,-2.192,0,,,,,,,,,,,,,
1/5/2015 7:00,1/5/2015 8:00,0.01,0.008,0.014,-0.928,0,,,,,,,,,,,,,
1/5/2015 8:00,1/5/2015 9:00,0.075,0.026,0.068,0.524,0,,,,,,,,,,,,,
1/5/2015 9:00,1/5/2015 10:00,0.069,0.011,0.076,1.282,0,,,,,,,,,,,,,
1/5/2015 10:00,1/5/2015 11:00,0.133,0.026,0.128,1.724,0,,,,,,,,,,,,,
1/5/2015 11:00,1/5/2015 12:00,0.137,0.025,0.133,1.939,0,,,,,,,,,,,,,
1/5/2015 12:00,1/5/2015 13:00,0.057,0.003,0.073,1.976,0,,,,,,,,,,,,,
1/5/2015 13:00,1/5/2015 14:00,0.028,0.007,0.037,1.77,0,,,,,,,,,,,,,
1/5/2015 14:00,1/5/2015 15:00,0.017,0.005,0.026,1.272,0,,,,,,,,,,,,,
1/5/2015 15:00,1/5/2015 16:00,0,0,0.001,0.881,0,,,,,,,,,,,,,
1/5/2015 16:00,1/5/2015 17:00,0,0,0,0.767,0,,,,,,,,,,,,,
1/5/2015 17:00,1/5/2015 18:00,0,0,0,0.707,0,,,,,,,,,,,,,
1/5/2015 18:00,1/5/2015 19:00,0,0,0,0.544,0,,,,,,,,,,,,,
1/5/2015 19:00,1/5/2015 20:00,0,0,0,0.273,0,,,,,,,,,,,,,
1/5/2015 20:00,1/5/2015 21:00,0,0,0,0.068,0,,,,,,,,,,,,,
1/5/2015 21:00,1/5/2015 22:00,0,0,0,-0.172,0,,,,,,,,,,,,,
1/5/2015 22:00,1/5/2015 23:00,0,0,0,-0.642,0,,,,,,,,,,,,,
1/5/2015 23:00,1/6/2015 0:00,0,0,0,-1.447,0,,,,,,,,,,,,,
1/6/2015 0:00,1/6/2015 1:00,0,0,0,-2.141,0,,,,,,,,,,,,,
1/6/2015 1:00,1/6/2015 2:00,0,0,0,-2.439,0,,,,,,,,,,,,,
1/6/2015 2:00,1/6/2015 3:00,0,0,0,-3.048,0,,,,,,,,,,,,,
1/6/2015 3:00,1/6/2015 4:00,0,0,0,-3.652,0,,,,,,,,,,,,,
1/6/2015 4:00,1/6/2015 5:00,0,0,0,-3.961,0,,,,,,,,,,,,,
1/6/2015 5:00,1/6/2015 6:00,0,0,0,-4.2,0,,,,,,,,,,,,,
1/6/2015 6:00,1/6/2015 7:00,0,0,0,-4.519,0,,,,,,,,,,,,,
1/6/2015 7:00,1/6/2015 8:00,0.095,0.096,0.017,-3.639,0,,,,,,,,,,,,,
1/6/2015 8:00,1/6/2015 9:00,0.343,0.319,0.047,-1.862,0,,,,,,,,,,,,,
1/6/2015 9:00,1/6/2015 10:00,0.56,0.552,0.056,-0.202,0,,,,,,,,,,,,,
1/6/2015 10:00,1/6/2015 11:00,0.694,0.715,0.057,0.661,0,,,,,,,,,,,,,
1/6/2015 11:00,1/6/2015 12:00,0.699,0.706,0.073,1.067,0,,,,,,,,,,,,,
1/6/2015 12:00,1/6/2015 13:00,0.615,0.592,0.085,1.124,0,,,,,,,,,,,,,
1/6/2015 13:00,1/6/2015 14:00,0.404,0.343,0.092,0.505,0,,,,,,,,,,,,,
1/6/2015 14:00,1/6/2015 15:00,0.16,0.12,0.059,-1.945,0,,,,,,,,,,,,,
1/6/2015 15:00,1/6/2015 16:00,0.005,0.009,0.005,-4.156,0,,,,,,,,,,,,,
1/6/2015 16:00,1/6/2015 17:00,0,0,0,-4.746,0,,,,,,,,,,,,,
1/6/2015 17:00,1/6/2015 18:00,0,0,0,-5.381,0,,,,,,,,,,,,,
1/6/2015 18:00,1/6/2015 19:00,0,0,0,-6.249,0,,,,,,,,,,,,,
1/6/2015 19:00,1/6/2015 20:00,0,0,0,-7.174,0,,,,,,,,,,,,,
1/6/2015 20:00,1/6/2015 21:00,0,0,0,-7.959,0,,,,,,,,,,,,,
1/6/2015 21:00,1/6/2015 22:00,0,0,0,-8.588,0,,,,,,,,,,,,,
1/6/2015 22:00,1/6/2015 23:00,0,0,0,-9.139,0,,,,,,,,,,,,,
1/6/2015 23:00,1/7/2015 0:00,0,0,0,-9.521,0,,,,,,,,,,,,,
1/7/2015 0:00,1/7/2015 1:00,0,0,0,-9.557,0,,,,,,,,,,,,,
1/7/2015 1:00,1/7/2015 2:00,0,0,0,-9.387,0,,,,,,,,,,,,,
1/7/2015 2:00,1/7/2015 3:00,0,0,0,-9.085,0,,,,,,,,,,,,,
1/7/2015 3:00,1/7/2015 4:00,0,0,0,-8.552,0,,,,,,,,,,,,,
1/7/2015 4:00,1/7/2015 5:00,0,0,0,-8.233,0,,,,,,,,,,,,,
1/7/2015 5:00,1/7/2015 6:00,0,0,0,-8.157,0,,,,,,,,,,,,,
1/7/2015 6:00,1/7/2015 7:00,0,0,0,-8.144,0,,,,,,,,,,,,,
1/7/2015 7:00,1/7/2015 8:00,0.013,0.01,0.014,-7.819,0,,,,,,,,,,,,,
1/7/2015 8:00,1/7/2015 9:00,0.036,0.008,0.044,-7.034,0,,,,,,,,,,,,,
1/7/2015 9:00,1/7/2015 10:00,0.239,0.134,0.121,-6.175,0,,,,,,,,,,,,,
1/7/2015 10:00,1/7/2015 11:00,0.403,0.307,0.116,-5.251,0,,,,,,,,,,,,,
1/7/2015 11:00,1/7/2015 12:00,0.192,0.059,0.15,-4.179,0,,,,,,,,,,,,,
1/7/2015 12:00,1/7/2015 13:00,0.166,0.059,0.125,-3.355,0,,,,,,,,,,,,,
1/7/2015 13:00,1/7/2015 14:00,0.033,0.003,0.045,-3.311,0,,,,,,,,,,,,,
1/7/2015 14:00,1/7/2015 15:00,0.014,0,0.026,-3.857,0,,,,,,,,,,,,,
1/7/2015 15:00,1/7/2015 16:00,0,0,0.002,-4.553,0,,,,,,,,,,,,,
1/7/2015 16:00,1/7/2015 17:00,0,0,0,-4.907,0,,,,,,,,,,,,,
1/7/2015 17:00,1/7/2015 18:00,0,0,0,-5.201,0,,,,,,,,,,,,,
1/7/2015 18:00,1/7/2015 19:00,0,0,0,-5.439,0,,,,,,,,,,,,,
1/7/2015 19:00,1/7/2015 20:00,0,0,0,-5.636,0,,,,,,,,,,,,,
1/7/2015 20:00,1/7/2015 21:00,0,0,0,-5.851,0,,,,,,,,,,,,,
1/7/2015 21:00,1/7/2015 22:00,0,0,0,-5.853,0,,,,,,,,,,,,,
1/7/2015 22:00,1/7/2015 23:00,0,0,0,-5.727,0,,,,,,,,,,,,,
1/7/2015 23:00,1/8/2015 0:00,0,0,0,-5.659,0,,,,,,,,,,,,,
1/8/2015 0:00,1/8/2015 1:00,0,0,0,-5.707,0,,,,,,,,,,,,,
1/8/2015 1:00,1/8/2015 2:00,0,0,0,-5.719,0,,,,,,,,,,,,,
1/8/2015 2:00,1/8/2015 3:00,0,0,0,-5.72,0,,,,,,,,,,,,,
1/8/2015 3:00,1/8/2015 4:00,0,0,0,-5.887,0,,,,,,,,,,,,,
1/8/2015 4:00,1/8/2015 5:00,0,0,0,-5.993,0,,,,,,,,,,,,,
1/8/2015 5:00,1/8/2015 6:00,0,0,0,-5.994,0,,,,,,,,,,,,,
1/8/2015 6:00,1/8/2015 7:00,0,0,0,-5.946,0,,,,,,,,,,,,,
1/8/2015 7:00,1/8/2015 8:00,0.006,0.003,0.013,-5.556,0,,,,,,,,,,,,,
1/8/2015 8:00,1/8/2015 9:00,0.049,0.006,0.059,-4.815,0,,,,,,,,,,,,,
1/8/2015 9:00,1/8/2015 10:00,0.064,0.004,0.077,-3.955,0,,,,,,,,,,,,,
1/8/2015 10:00,1/8/2015 11:00,0.033,0,0.048,-3.038,0,,,,,,,,,,,,,
1/8/2015 11:00,1/8/2015 12:00,0.04,0,0.056,-2.223,0,,,,,,,,,,,,,
1/8/2015 12:00,1/8/2015 13:00,0.05,0,0.067,-1.801,0,,,,,,,,,,,,,
1/8/2015 13:00,1/8/2015 14:00,0.038,0,0.054,-1.723,0,,,,,,,,,,,,,
1/8/2015 14:00,1/8/2015 15:00,0.019,0.003,0.03,-2.084,0,,,,,,,,,,,,,
1/8/2015 15:00,1/8/2015 16:00,0,0,0.001,-2.495,0,,,,,,,,,,,,,
1/8/2015 16:00,1/8/2015 17:00,0,0,0,-2.665,0,,,,,,,,,,,,,
1/8/2015 17:00,1/8/2015 18:00,0,0,0,-2.865,0,,,,,,,,,,,,,
1/8/2015 18:00,1/8/2015 19:00,0,0,0,-3.062,0,,,,,,,,,,,,,
1/8/2015 19:00,1/8/2015 20:00,0,0,0,-3.268,0,,,,,,,,,,,,,
1/8/2015 20:00,1/8/2015 21:00,0,0,0,-3.426,0,,,,,,,,,,,,,
1/8/2015 21:00,1/8/2015 22:00,0,0,0,-3.26,0,,,,,,,,,,,,,
1/8/2015 22:00,1/8/2015 23:00,0,0,0,-2.828,0,,,,,,,,,,,,,
1/8/2015 23:00,1/9/2015 0:00,0,0,0,-2.117,0,,,,,,,,,,,,,
1/9/2015 0:00,1/9/2015 1:00,0,0,0,-0.959,0,,,,,,,,,,,,,
1/9/2015 1:00,1/9/2015 2:00,0,0,0,0.533,0,,,,,,,,,,,,,
1/9/2015 2:00,1/9/2015 3:00,0,0,0,1.18,0,,,,,,,,,,,,,
1/9/2015 3:00,1/9/2015 4:00,0,0,0,1.502,0,,,,,,,,,,,,,
1/9/2015 4:00,1/9/2015 5:00,0,0,0,1.348,0,,,,,,,,,,,,,
1/9/2015 5:00,1/9/2015 6:00,0,0,0,0.6,0,,,,,,,,,,,,,
1/9/2015 6:00,1/9/2015 7:00,0,0,0,-0.496,0,,,,,,,,,,,,,
1/9/2015 7:00,1/9/2015 8:00,0.031,0.026,0.02,0.83,0,,,,,,,,,,,,,
1/9/2015 8:00,1/9/2015 9:00,0.206,0.158,0.072,2.366,0,,,,,,,,,,,,,
1/9/2015 9:00,1/9/2015 10:00,0.265,0.177,0.116,4.148,0,,,,,,,,,,,,,
1/9/2015 10:00,1/9/2015 11:00,0.145,0.035,0.135,6.052,0,,,,,,,,,,,,,
1/9/2015 11:00,1/9/2015 12:00,0.149,0.028,0.145,6.487,0,,,,,,,,,,,,,
1/9/2015 12:00,1/9/2015 13:00,0.103,0.013,0.112,5.633,0,,,,,,,,,,,,,
1/9/2015 13:00,1/9/2015 14:00,0.051,0.004,0.065,4.446,0,,,,,,,,,,,,,
1/9/2015 14:00,1/9/2015 15:00,0.025,0.003,0.037,4.015,0,,,,,,,,,,,,,
1/9/2015 15:00,1/9/2015 16:00,0,0.001,0.005,4.433,0,,,,,,,,,,,,,
1/9/2015 16:00,1/9/2015 17:00,0,0,0,4.745,0,,,,,,,,,,,,,
1/9/2015 17:00,1/9/2015 18:00,0,0,0,4.903,0,,,,,,,,,,,,,
1/9/2015 18:00,1/9/2015 19:00,0,0,0,5.378,0,,,,,,,,,,,,,
1/9/2015 19:00,1/9/2015 20:00,0,0,0,5.703,0,,,,,,,,,,,,,
1/9/2015 20:00,1/9/2015 21:00,0,0,0,5.895,0,,,,,,,,,,,,,
1/9/2015 21:00,1/9/2015 22:00,0,0,0,5.994,0,,,,,,,,,,,,,
1/9/2015 22:00,1/9/2015 23:00,0,0,0,5.765,0,,,,,,,,,,,,,
1/9/2015 23:00,1/10/2015 0:00,0,0,0,5.594,0,,,,,,,,,,,,,
1/10/2015 0:00,1/10/2015 1:00,0,0,0,5.23,0,,,,,,,,,,,,,
1/10/2015 1:00,1/10/2015 2:00,0,0,0,5.068,0,,,,,,,,,,,,,
1/10/2015 2:00,1/10/2015 3:00,0,0,0,4.788,0,,,,,,,,,,,,,
1/10/2015 3:00,1/10/2015 4:00,0,0,0,4.319,0,,,,,,,,,,,,,
1/10/2015 4:00,1/10/2015 5:00,0,0,0,4.085,0,,,,,,,,,,,,,
1/10/2015 5:00,1/10/2015 6:00,0,0,0,4.677,0,,,,,,,,,,,,,
1/10/2015 6:00,1/10/2015 7:00,0,0,0,6.118,0,,,,,,,,,,,,,
1/10/2015 7:00,1/10/2015 8:00,0.006,0.003,0.013,8.594,0,,,,,,,,,,,,,
1/10/2015 8:00,1/10/2015 9:00,0.08,0.035,0.068,10.742,0,,,,,,,,,,,,,
1/10/2015 9:00,1/10/2015 10:00,0.06,0.002,0.079,12.859,0,,,,,,,,,,,,,
1/10/2015 10:00,1/10/2015 11:00,0.125,0.037,0.116,14.32,0,,,,,,,,,,,,,
1/10/2015 11:00,1/10/2015 12:00,0.485,0.433,0.126,14.886,0,,,,,,,,,,,,,
1/10/2015 12:00,1/10/2015 13:00,0.579,0.586,0.09,14.779,0,,,,,,,,,,,,,
1/10/2015 13:00,1/10/2015 14:00,0.468,0.458,0.079,14.068,0,,,,,,,,,,,,,
1/10/2015 14:00,1/10/2015 15:00,0.286,0.268,0.058,12.773,0,,,,,,,,,,,,,
1/10/2015 15:00,1/10/2015 16:00,0.029,0.039,0.008,11.845,0,,,,,,,,,,,,,
1/10/2015 16:00,1/10/2015 17:00,0,0,0,11.986,0,,,,,,,,,,,,,
1/10/2015 17:00,1/10/2015 18:00,0,0,0,12.085,0,,,,,,,,,,,,,
1/10/2015 18:00,1/10/2015 19:00,0,0,0,12.188,0,,,,,,,,,,,,,
1/10/2015 19:00,1/10/2015 20:00,0,0,0,12.126,0,,,,,,,,,,,,,
1/10/2015 20:00,1/10/2015 21:00,0,0,0,11.827,0,,,,,,,,,,,,,
1/10/2015 21:00,1/10/2015 22:00,0,0,0,11.819,0,,,,,,,,,,,,,
1/10/2015 22:00,1/10/2015 23:00,0,0,0,11.54,0,,,,,,,,,,,,,
1/10/2015 23:00,1/11/2015 0:00,0,0,0,11.291,0,,,,,,,,,,,,,
1/11/2015 0:00,1/11/2015 1:00,0,0,0,9.979,0,,,,,,,,,,,,,
1/11/2015 1:00,1/11/2015 2:00,0,0,0,7.714,0,,,,,,,,,,,,,
1/11/2015 2:00,1/11/2015 3:00,0,0,0,5.159,0,,,,,,,,,,,,,
1/11/2015 3:00,1/11/2015 4:00,0,0,0,3.095,0,,,,,,,,,,,,,
1/11/2015 4:00,1/11/2015 5:00,0,0,0,2.271,0,,,,,,,,,,,,,
1/11/2015 5:00,1/11/2015 6:00,0,0,0,1.942,0,,,,,,,,,,,,,
1/11/2015 6:00,1/11/2015 7:00,0,0,0,1.712,0,,,,,,,,,,,,,
1/11/2015 7:00,1/11/2015 8:00,0.02,0.014,0.02,2.353,0,,,,,,,,,,,,,
1/11/2015 8:00,1/11/2015 9:00,0.081,0.047,0.054,3.345,0,,,,,,,,,,,,,
1/11/2015 9:00,1/11/2015 10:00,0.101,0.042,0.08,4.138,0,,,,,,,,,,,,,
1/11/2015 10:00,1/11/2015 11:00,0.025,0,0.041,4.56,0,,,,,,,,,,,,,
1/11/2015 11:00,1/11/2015 12:00,0.023,0,0.038,4.614,0,,,,,,,,,,,,,
1/11/2015 12:00,1/11/2015 13:00,0.029,0,0.045,4.219,0,,,,,,,,,,,,,
1/11/2015 13:00,1/11/2015 14:00,0.047,0.001,0.064,3.552,0,,,,,,,,,,,,,
1/11/2015 14:00,1/11/2015 15:00,0.031,0.005,0.042,3.017,0,,,,,,,,,,,,,
1/11/2015 15:00,1/11/2015 16:00,0,0,0.004,2.678,0,,,,,,,,,,,,,
1/11/2015 16:00,1/11/2015 17:00,0,0,0,2.501,0,,,,,,,,,,,,,
1/11/2015 17:00,1/11/2015 18:00,0,0,0,2.338,0,,,,,,,,,,,,,
1/11/2015 18:00,1/11/2015 19:00,0,0,0,2.192,0,,,,,,,,,,,,,
1/11/2015 19:00,1/11/2015 20:00,0,0,0,1.933,0,,,,,,,,,,,,,
1/11/2015 20:00,1/11/2015 21:00,0,0,0,1.614,0,,,,,,,,,,,,,
1/11/2015 21:00,1/11/2015 22:00,0,0,0,1.526,0,,,,,,,,,,,,,
1/11/2015 22:00,1/11/2015 23:00,0,0,0,1.444,0,,,,,,,,,,,,,
1/11/2015 23:00,1/12/2015 0:00,0,0,0,1.407,0,,,,,,,,,,,,,
1/12/2015 0:00,1/12/2015 1:00,0,0,0,1.476,0,,,,,,,,,,,,,
1/12/2015 1:00,1/12/2015 2:00,0,0,0,1.465,0,,,,,,,,,,,,,
1/12/2015 2:00,1/12/2015 3:00,0,0,0,1.288,0,,,,,,,,,,,,,
1/12/2015 3:00,1/12/2015 4:00,0,0,0,1.448,0,,,,,,,,,,,,,
1/12/2015 4:00,1/12/2015 5:00,0,0,0,1.887,0,,,,,,,,,,,,,
1/12/2015 5:00,1/12/2015 6:00,0,0,0,2.055,0,,,,,,,,,,,,,
1/12/2015 6:00,1/12/2015 7:00,0,0,0,2.213,0,,,,,,,,,,,,,
